data_format_version,project_id,data_start_date,data_end_date,creation_date,url
2,AoT_Chicago.complete,2017/01/01 00:00:00,2018/09/08 19:45:43,2018/09/08 19:45:43,http://www.mcs.anl.gov/research/projects/waggle/downloads/datasets/AoT_Chicago.complete.latest.tar
